article_id,pair_id,label,label_name,title,content_length,raw_text_length
true_573,573,0,real,"Thënie të Ibrahim Rugovës: Kokën mund të ma ndërrojnë, por mendimin kurrë!",2676,2751
true_574,574,0,real,"Inxhinieri që e shndërroi në shtëpi aeroplanin gjigand, pagoi 220 mijë dollarë për ta çuar nga Greqia në SHBA",999,1109
true_575,575,0,real,Vitia shkruan për vdekjen e tre mjekëve në Kosovë,988,1038
true_576,576,0,real,"Vdes një 70-vjeçar nga Klina, ishte në pritje të rezultateve për COVID-19",542,616
true_577,577,0,real,Adelina Berisha humb personin e afërt,428,466
true_578,578,0,real,Kërkohet që të hiqet kufizimi i lëvizjes dhe të zgjatet orari i gastronomisë,1019,1096
true_579,579,0,real,Kush mund të hyjë në Zvicër dhe kush duhet të karantinohet?,3246,3306
true_580,580,0,real,"Dua Lipa lanson këngën e re, Tokyo e ‘Casa de Papel’ shkëlqen në videoklip",628,703
true_581,581,0,real,Seldi ndan një imazh të nxehtë me të dashurën në pishinë,500,557
true_582,582,0,real,"Sërish viza gjermane për ata me kontratë pune, por edhe pengesa",6431,6495
true_583,583,0,real,Covid-19 u merr jetën dy mjekëve kosovarë,1346,1388
true_584,584,0,real,Adelina e tepron me fustanin e shkurtër,358,398
true_585,585,0,real,"Sejdiu i gatshëm të kandidojë për president, nëse dorëhiqet Thaçi",756,822
true_586,586,0,real,Menjëherë fshijeni nësë ju vjen ky mesazh në telefon,1195,1248
true_587,587,0,real,"Uji kurrë më parë nuk ka qenë aq i pastër në Venedik, peshqit shihen nga distanca duke notuar",858,952
true_588,588,0,real,E dashura e Ronaldos ‘bombastike’ edhe në veshje solemne,494,551
true_589,589,0,real,"Jo veç të dashur, ja çka e ka tjetër Genta biznismenin turk",625,685
true_590,590,0,real,Jessica përsëri e tregon gjoksin,309,342
true_591,591,0,real,Shikojeni se sa është shëndoshur Tayna gjatë karantinës,659,715
true_592,592,0,real,"Kejvina bombastike, merr gjithë vëmendjen me paraqitjen e fundit!",479,545
true_593,593,0,real,"Para pasqyres, Demi Rose ekspozon linjat",356,397
true_594,594,0,real,"Bill Gates: Përmes vaksinës kundër COVID-19, nuk do t’u vendosen njerëzve çipa në trup",1100,1187
true_595,595,0,real,Arjola Demiri çmend rrjetin me të zeza,355,394
true_596,596,0,real,Geci: Nga Brukseli e Holanda më njoftuan se jeta ime është në rrezik,974,1043
true_597,597,0,real,"Flet akoma me burrin e dytë, Rudina tregon a bëhet xheloz burri i saj i tretë",767,845
true_598,598,0,real,E vërteta e hidhur e vezëve që blini në dyqan,2772,2818
true_599,599,0,real,Ja çka u ndodh pas shërimit atyre që janë prekur nga koronavirusi,1118,1184
true_600,600,0,real,Gjashtë simptomat të lehta të Coronavirust që duhet t’i dini,9013,9074
true_601,601,0,real,"Koronavirusi gjendet në spermën e meshkujve, madje edhe pasi kanë filluar të shërohen",1830,1916
true_602,602,0,real,8 persona vdesin nga koronavirusi në Kosovë,378,422
true_603,603,0,real,Krasniqi: Sot i kemi sjell para falimentimit të gjithë gastronomët e Kosovës,2109,2186
true_604,604,0,real,Arben Gashi i reagon Vjosa Osmanit pas përplasjes me Kujtim Shalën,1367,1434
true_605,605,0,real,"Selimi: E kuptoj shqetësimin e deputetëve, por nuk e kuptoj egërsinë e tyre ndaj kryetares së Kuvendit",934,1037
true_606,606,0,real,Zemaj ia kthen Osmanit: Nuk them “mos na rrej” por “mos na gënje” se jam djalë i mësueses!,536,627
true_607,607,0,real,Vjosa Osmani: Unë jam sherifi ktu,1149,1183
true_608,608,0,real,Pse duhet të konsumoni limon çdo ditë?,1067,1106
true_609,609,0,real,"Punëtorët e Telekomit: Më mirë me vdek prej koronavirusit, se nga Blerim Devolli",384,465
true_610,610,0,real,Edhe Jakup Krasniqi del pozitiv me Covid 19,431,475
true_611,611,0,real,"E pabesueshme, por ky do jetë çmimi i vaksinës për trajtimin e Covid 19",1043,1115
true_612,612,0,real,A do të zgjatet leja për punëtorët nga Kosova në Gjermani?,994,1053
true_613,613,0,real,Adrola Dushi ka treguar rreth lidhjes me politikanin nga Kosova,1328,1392
true_614,614,0,real,Vjen edhe reagimi i Leonora Jakupit për ndërtimin e xhamisë në Prishtinë,349,422
true_615,615,0,real,Ja pse kjo është pula më e shtrenjtë në botë,3208,3253
true_616,616,0,real,"Georgina Rodriguez ‘djeg’ rrjetin me FOTO-n e saj, ja çfarë i shkruan e motra",426,504
true_617,617,0,real,Njeriu që premton vaksinën anti-COVID deri në fund të vitit: Do të kushtojë 2.5 euro,1039,1124
true_618,618,0,real,Haradinaj “godet” Hotin: Pse nuk e pyete edhe ti Vuçiqin a din shqip?,1395,1465
true_619,619,0,real,"Haradinaj paralajmëron prishjen e koalicionit, i pakënaqur me Kryeministrin Hoti",968,1049
true_620,620,0,real,Haradinaj-Hotit: Nëse nuk i beson Selim Selimit as unë nuk të besojë ty,1094,1166
true_621,621,0,real,Isa Mustafa shërohet nga koronavirusi,758,796
true_622,622,0,real,Besiana pozon siç u zgjua nga gjumi,560,596
true_623,623,0,real,"Macja më vdekjeprurëse në botë nuk është luani apo tigri, por kjo macë e lezetshme!",606,690
true_624,624,0,real,"16 materialet më të shtrenjta në botë, nuk është Ari dhe as Diamanti, më e shtrenjta 62.5 trilion dollarë",3439,3545
true_625,625,0,real,Andrra Destani tregon a jeton me vjehrri,497,538
true_626,626,0,real,E njihni këngëtaren në foto? Ajo është më e pëlqyera e publikut,326,390
true_627,627,0,real,A janë shqiptarët aq të vjetër sa mendojnë ata?,3675,3723
true_628,628,0,real,Me të pasmet e saj “bombastike” i le mbrapa të gjitha Tayna,568,628
true_629,629,0,real,Tetë anesteziologë të QKUK-së infektohen me koronavirus,2747,2803
true_630,630,0,real,Belkizja ndan imazhin më të mirë të djalit,340,383
true_631,631,0,real,4 mënyra natyrale si të largoni rrudhat nga fytyra,2815,2866
true_632,632,0,real,Ceca plas nga inati : Vogëlushe rri rehat…,597,640
true_633,633,0,real,"Mustafa: Rreth 95% jemi myslimanë, pse duhet të na pengojë një Xhami e madhe!",1375,1453
true_634,634,0,real,"Ndërron jetë arkitekti kosovar, ishte i prekur nga COVID – 19",666,728
true_635,635,0,real,"Pamje rrëqethëse si pasojë e COVID-19, në Bolivi policia mbledh nëpër rrugë qindra trupa të pajetë",865,964
true_636,636,0,real,Prof. Lul Raka mesazh për ata që s’besojnë në Covid: A duhet të vdesin fëmijët për të besuar?,1885,1979
true_637,637,0,real,"Horoskopi ditor, e mërkurë 22 korrik 2020",4162,4204
true_638,638,0,real,Vjen një lajm i mirë për veteranët e UÇK-së,724,768
true_639,639,0,real,"Pandemia COVID-19, në Kosovë më shumë të shëruar se sa raste aktive",1834,1902
true_640,640,0,real,"Shkencëtarja: Vaksina do jetë gati në dhjetor, Covid-19 nuk është i fuqishëm sa në fillim",951,1041
true_641,641,0,real,Austria merr një vendim të rëndësishëm për kosovarët që hyjnë në shtetin e saj,810,889
true_642,642,0,real,Blero tregon a po bëhet baba për herë dytë,483,526
true_643,643,0,real,Xhamajkani i thyen hundën moderatores shqiptare,862,910
true_644,644,0,real,"Princesha shqiptare shfaqet krejt natyrale dhe me shumë pak grim, kaq bukur po duket",364,449
true_645,645,0,real,Çka po fut në gojë Arbnora?,216,244
true_646,646,0,real,Pasuria e pronarit të Amazonit rritet për 13 miliardë dollarë brenda ditës,590,665
true_647,647,0,real,Gjysma e pacientëve me Covid-19 shfaqin probleme në zemër,1405,1463
true_648,648,0,real,"Argëtohej në festival, derisa xhirimi zbuloi diçka shokuese",1202,1262
true_649,649,0,real,Thaçi e mirëpret emërimin e Skender Hysenit koordinator për dialog,1672,1739
true_650,650,0,real,"Prindërit e detyruan ta linte të fejuarin e saj me aftësi të kufizuara, nëse ai nuk mësonte të ecte",2246,2346
true_651,651,0,real,"Ai ia kërkoi divorcin gruas me anë të një letre, përgjigjja e saj e bëri të pendohej për çdo fjalë të shkruar!",3255,3366
true_652,652,0,real,Adea Pules i del kuki prej vendit,486,520
true_653,653,0,real,A e dini pse Deti i Vdekur ka këtë emër?,628,669
true_654,654,0,real,Në këtë gjendje nuk e keni parë asnjëherë Norën,604,652
true_655,655,0,real,"Nëse i fsheh paratë në këto 8 vende, zëre se nuk i ke fare!",1501,1561
true_656,656,0,real,168 rastet e reja vijnë nga këto komuna,938,978
true_657,657,0,real,Dedikimi i partnerit turk për Gentën: Jeta me ty është më e bukur,454,520
true_658,658,0,real,"168 raste të reja me COVID-19, 157 të shëruar",776,822
true_659,659,0,real,A do ta njehë burri Artën pas këtij ndryshimi,544,590
true_660,660,0,real,30 të moshuar dhe 9 punëtorë në shtëpinë e pleqve infektohen me Covid-19,1476,1549
true_661,661,0,real,Ushqimet që e shuajnë urinë dhe nuk ju shëndoshin,4269,4319
true_662,662,0,real,Loredana tregon personin që ndanë shtratin me të,613,662
true_663,663,0,real,Produktet e kuzhinës që janë shkaktare të kancerit,1626,1677
true_664,664,0,real,Loredana Zefi hedh një tjetër hap në lidhjen e saj me reperin Zuna,494,561
true_665,665,0,real,Nora Istrefi me të bijën shijojnë plazhin,407,449
true_666,666,0,real,Çfarë i ndodh trupit nëse flini të uritur,2376,2418
true_667,667,0,real,Ky është i riu që humbi jetën pas përplasjes në ajër me paragjllajd,627,695
true_668,668,0,real,Pritet fillimi i testimeve serologjike,1281,1320
true_669,669,0,real,Kida i tregon të pasmet e formësuara në minifund të shkurtër,495,556
true_670,670,0,real,"Thaçi adresohet popullit, nënës 85- vjeçare i shkojnë lotët…",993,1054
true_671,671,0,real,Kosova hiqet nga harta – Dua Lipa nënshkruan peticionin,505,561
true_672,672,0,real,Mënyra si e mban çantën tregon shumë për personalitetin tuaj,2251,2312
true_673,673,0,real,"Këshilltari i Thaçit – Hotit: Aq i plogësht sa u shfaqe në Bruksel, herën tjetër do ta lexojnë atë librin “Kosovo and Metohija”",1552,1680
true_674,674,0,real,"Hoti: Për një muaj, ne e rikthyem Kosovën aty ku e ka vendin, përkrah miqve tanë ndërkombëtarë",1512,1607
true_675,675,0,real,A është Fifi në lidhje? Përgjigjet këngëtarja,260,306
true_676,676,0,real,"Diona Fona bën vallëzim atraktiv në rrjete sociale, merr vëmendjen",485,552
true_677,677,0,real,Flaka Krelani edhe e izoluar publikon imazhe të zjarrta,495,551
true_678,678,0,real,"Bëhet “horë” Tayna, duke e dridhë rrëzohet në mes të skenës në koncert",839,910
true_679,679,0,real,"Duke punuar kopshtin, çifti gjen kasafortën me mijëra dollarë e stoli ari",736,810
true_680,680,0,real,Fitore Pacolli: Shpallja e gjendjes së jashtëzakonshme siç po ka dëshirë qeveria Hoti nuk është zgjidhje,2158,2263
true_681,681,0,real,Kylie dhe Kim Kardashian çmendin fansat,474,514
true_682,682,0,real,Shoqata e Gastronomëve të Kosovës: Jemi para falimentimit,1644,1702
true_683,683,0,real,Bletët që po kthehen në ‘zombi’,1453,1485
true_684,684,0,real,80% e sigurt që del në shtator: Anglezët arrijnë me sukses vaksinën kundër Covid-19,2660,2744
true_685,685,0,real,"Nënkryetari i LDK’së: Gjendja shëndetësore e Isa Mustafës është stabile, do ta kalojë edhe këtë sfidë",1112,1214
true_686,686,0,real,"Lajm i mirë: Vaksina e Covid-19 është gati, e testuar dhe e sigurt",1886,1953
true_687,687,0,real,"Murati: Shuma e borxhit ndaj Devollëve, e barabartë me krejt pagesat e 170 eurove për qytetarët",1491,1587
true_688,688,0,real,"Situatë e rënduar në Prishtinë: 1192 raste aktive me COVID-19, 21 persona kanë vdekur deri tash",1349,1445
true_689,689,0,real,"Video që po përlot botën, nëse keni zemër të dobët mos e shikoni",720,785
true_690,690,0,real,Zafir Berisha nga NISMA: Rreziku i shqiptarisë është psikopati Albin Kurti,2112,2187
true_691,691,0,real,"400 të testuar për COVID-19 të martën, rezultatet publikohen nesër",1169,1236
true_692,692,0,real,Si u bë Blerona Zeqiri ‘asht e lëkurë’?,723,763
true_693,693,0,real,Ramush Haradinaj: Un do te behem President se shpejti,2962,3016
true_694,694,0,real,Nora Istrefi më në fund merr një vendim në lidhje me Robertin,565,627
true_695,695,0,real,"Ata që ecin shpejt, të lexojnë këtë",1275,1311
true_696,696,0,real,"Kolona të gjata në hyrje të Kosovës nga Shqipëria, kosovarët kthehen nga bregdeti",603,685
true_697,697,0,real,Përse dhemb zemra dhe kur duhet të shqetësoheni,4588,4636
true_698,698,0,real,Aktori i njohur rezulton pozitiv në testin për COVID-19,703,759
true_699,699,0,real,"Horoskopi ditor, e diel 12 korrik 2020",4265,4304
true_700,700,0,real,Çfarë parashihet me gjendjen e jashtëzakonshme?,1695,1743
true_701,701,0,real,Agnesa i thekson vijat e trupit duke bërë fitnes,506,555
true_702,702,0,real,Turku ia mbush dhomën me dhurata të shtrenjta Gentës,582,635
true_703,703,0,real,"Pse kopsat në këmishat e meshkujve dhe femrave janë në anën e kundërt, arsyeja do t’ju çudisë",844,938
true_704,704,0,real,Fustani i tejdukshëm ia zbulon krejt trupin Bleronës,357,410
true_705,705,0,real,"Vetëm një byzylyk i Arta Elezajt kushton 43,100 euro!",459,513
true_706,706,0,real,"Kina ndërtoi urën më të gjatë në botë mbi det, ka çelik të mjaftueshëm për të ndërtuar 60 kulla të Ajfelit",1923,2030
true_707,707,0,real,"“Shpirti plot”, Jonida Vokshi ndan foton e parë me vajzën në krahë",503,570
true_708,708,0,real,"Horoskopi ditor, e enjte 9 korrik 2020",4378,4417
true_709,709,0,real,"Nusja rrehet keq me vjehrrën, me bokse e shuplaka",304,354
true_710,710,0,real,"Era çon bluzën lartë dhe shfaq barkun: a jam, a s’jam…",496,551
true_711,711,0,real,Mihrije Braha me grim të rëndë edhe në bikini,369,415
true_712,712,0,real,"Horoskopi ditor, e hënë 6 korrik 2020",4181,4219
true_713,713,0,real,Shkencëtaret kinez: Covid-19 u shfaq për herë të parë në Spanjë,1330,1394
true_714,714,0,real,Deputeti kosovar: Duhet të shpallet gjendje e jashtëzakonshme,2668,2730
true_715,715,0,real,Bill Gates: Nuk e kuptoj pse njerëzit nuk mbajnë maska,1246,1301
true_716,716,0,real,"Hapen klubet e natës, tërbohen të rinjtë, rrezikojnë të sjellin një shpërthim tjetër të koronavirusit",571,673
true_717,717,0,real,"Zemaj: S’ka vend për histeri, dyshimet të adresohen te organet përgjegjëse",2098,2173
true_718,718,0,real,Këto janë 10 shtetet më të pasura në botë,559,601
true_719,719,0,real,Dhjetë fakte që mund të mos i keni ditur për ëndrrat,1638,1691
true_720,720,0,real,"Vendimet e reja të Qeverisë anti-COVID, reagon kreu i Prishtinës",887,952
true_721,721,0,real,Genci ia dedikon këto fjalë të bukura Enit me rastin e ditëlindjes,1003,1070
true_722,722,0,real,Të sëmurët me Covid-19 mund të mos rikthejnë shqisën e nuhatjes dhe shijes,955,1030
true_723,723,0,real,"Sanxhaku lindor në kolaps shëndetësor, kërkon ndihmë nga Kosova e Shqipëria",1298,1374
true_724,724,0,real,"Kishte dhimbje të forta barku dhe lind në tualet, nuk e dinte se ishte shtatzënë",782,863
true_725,725,0,real,"Para se të bëhej e famshme, Tayna konkuroi në një talent show, ja si u prit nga juria",1279,1365
true_726,726,0,real,Teuta Krasniqi ndan momente lumturie të familjes së saj,346,402
true_727,727,0,real,Këto tri gjëra mund të jenë arsyeja që e keni të vështirë heqjen e peshës,1173,1247
true_728,728,0,real,Vuçiq për Thaçin dhe Hotin: Janë shumë më të fortë se kanë mbështetjen e Gjermanisë dhe Amerikës,652,749
true_729,729,0,real,"Krejt çka dihet deri tash për tragjedinë në Lipjan, foto nga vendi i ngjarjes",1696,1774
true_730,730,0,real,Çfarë po bën Adelina me këtë “tigër” në krahë?,868,915
true_731,731,0,real,Kështu dukej Egzona para se të dashurohej me Albatritin,525,581
true_732,732,0,real,"Horoskopi ditor, e mërkurë 1 korrik 2020",4311,4352
true_733,733,0,real,"Rrjeti po zien nga lajmet se Elita Rudi është shtatzënë, si është e vërteta?",1033,1110
true_734,734,0,real,Fifi tregon emrat e këngëtarëve që do t’i ftojë në dasmën e saj,1115,1179
true_735,735,0,real,Kiçmari: Mendoj se sonte Presidenti është dashur të jap dorëheqje,889,955
true_736,736,0,real,Nuk do ta besoni sa vite ka mbushur sot Flaka Krelani,684,738
true_737,737,0,real,Ky liqe në Kosovë shtrihet mbi varreza dhe kisha,1559,1608
true_738,738,0,real,Liberta Spahiu tregon linjat trupore nga pushimet,276,326
true_739,739,0,real,Njomza e bënë Shyhrete Behlulin nuse,562,599
true_740,740,0,real,"Natyrale nga plazhi, Xhensila merr gjithë vëmendjen",369,421
true_741,741,0,real,"Rekord i ri i pandemisë, me bilanc sa dyfishi i gripit sezonal",1056,1119
true_742,742,0,real,Anita dhe Arta shpenzuan mijëra e mijëra euro kohën e fundit vetëm për veshje,1131,1209
true_743,743,0,real,Zgjoheni ndonjëherë me të nxira në trup? Ja çfarë mund t’ju ndodh gjatë natës,1250,1328
true_744,744,0,real,Vajza e ish-kryeministrit Bajram Rexhepi nuk lejohet nga e ëma t’i hyjë politikës,1249,1331
true_745,745,0,real,Me këtë fustan del në park Qëndresa e Labit,450,494
true_746,746,0,real,Receta më e shijshme e pjekjes së pulës në shtëpi,2779,2829
true_747,747,0,real,Endrit Thaçi reagon pasi Gjykata Speciale ngriti aktakuzë ndaj babait të tij,465,542
true_748,748,0,real,"Arjola vjen në Prishtinë, ja sa bukur po duket loçka",721,774
true_749,749,0,real,"“Hulku i Pakistanit”, njeriu më i fortë në botë, shikonii si e ndalon traktorin",558,638
true_750,750,0,real,"Zbulimi i NASA-s, ja çfarë ka pasur dikur në Hënë",1070,1120
true_751,751,0,real,Aktori shqiptar tregon se si po e kalon vetizolimin,575,627
true_752,752,0,real,Shenjat e para të kancerit në lukth,2216,2252
true_753,753,0,real,Gresa Behluli me dy arusha për dore,738,774
true_754,754,0,real,Besa Gaxherri: Unë ndihem keq për tërë ato skandale të qeverisë Kurti,585,655
true_755,755,0,real,Kufijtë e BE-së mund të mbeten të mbyllur për kosovarët edhe pas 1 korrikut,2251,2327
true_756,756,0,real,Angela Martini nuk i ndalë provokimet as në jaht,448,497
true_757,757,0,real,A i besoni Encës? Thotë se në këtë foto nuk përdori fotoshop,505,566
true_758,758,0,real,Aq shumë iu ka rritur gjoksi sa që Oriola Marashi po e mban me duar,461,529
true_759,759,0,real,"Zëra të çuditshëm dalin nga pylli, habiten banorët",347,398
true_760,760,0,real,Do të befasoheni se çfarë të vërtetash fshehen prapa serialeve turke,1578,1647
true_761,761,0,real,Bolton tregon se pse e sheh Trumpin të rrezikshëm,1328,1378
true_762,762,0,real,Ndërron jetë edhe një 70 vjeçar nga koronavirusi,840,889
true_763,763,0,real,"Infektologu italian: Koronavirusi është dobësuar, mund të zhduket vetvetiu",1379,1454
true_764,764,0,real,Bashkatdhetarët ende paguajnë sigurimin kufitar,4030,4078
true_765,765,0,real,"Sasa e “O sa mirë” plotë jetë, vitet thjeshtë numra janë për të",256,320
true_766,766,0,real,"Dhëndri mori mbiemrin e gruas, arsyeja shumë e veçantë",766,821
true_767,767,0,real,Besniku ndan foton e parë me vajzën dhe Jonidën,475,523
true_768,768,0,real,Kylie Jenner shfaqet tejet e bukur në fotot e fundit,238,291
true_769,769,0,real,Kida na i tregon këmbët e saj të drejta e të plota,553,604
true_770,770,0,real,"Ja 10 profesionet më të paguara, që nuk kërkojnë diplomë fakulteti",2788,2855
true_771,771,0,real,Format e gishtërinjve zbulojnë aspekte intime të njerëzve,1721,1779
true_772,772,0,real,"Dhimbjet që mendoni se i keni nga dhëmbët, por në fakt kanë të bëjë me diçka tjetër",2490,2574
true_773,773,0,real,"Nëse dëgjoni këtë emër derisa fluturoni me aeroplan, do të thotë se aty…",812,885
true_774,774,0,real,Bebe Rexha ia bën ëndrrën realitet fanses së saj,432,481
true_775,775,0,real,Gëzimja fustanin që e ëndërrojnë të gjitha rejat,428,477
true_776,776,0,real,Gratë që nuk dorëzohen kanë këto tipare të personalitetit,2206,2264
true_777,777,0,real,"Thaçi: Nëse nuk arrihet marrëveshja me 27 qershor, Kosova dhe Serbia do të jenë humbëse",12894,12982
true_778,778,0,real,Vuçiq: Nëse kosovarët po vijnë për njohje – mos të nisen fare,1492,1554
true_779,779,0,real,Milot Rashica e vesh djalin me fanellën e ekipit të tij,525,581
true_780,780,0,real,Në 16 lagje të Prishtinës ka të prekur me Covid-19,1476,1527
true_781,781,0,real,Reperja e njohur e publikon nga afër tatuazhin në pjesën e të pasmeve,473,543
true_782,782,0,real,Zeka e quan lajm historik thirrjen nga Washingtoni: E mbështes Thaçin në dialog,1665,1745
true_783,783,0,real,"“Nëntori i dytë”, ja pse u hoq pjesa kur Isa Boletini luftonte me serbët",11235,11308
true_784,784,0,real,"Thaçi: Jemi në një javë të rëndësishme për vendin, me qeverisjen e re tanimë Kosova është në drejtimin e duhur!",3563,3675
true_785,785,0,real,IKSHPK: 49 raste të reja me Covid-19 dhe 25 të shëruar,9017,9072
true_786,786,0,real,Ekskluzive: Alfred Cako zbulon vaksinën e Covid19 që shkakton vdekje dhe ndalon lindjet,217,305
true_787,787,0,real,"I njeh mirë VIP-at, personazhi i njohur tregon vajzat dhe djemtë shqiptarë që punojnë eskortë…",6788,6883
true_788,788,0,real,"Infekton 76 të ftuar me koronavirus babai i nuses, dasma kthehet në rast studimi",1297,1378
true_789,789,0,real,Ivanka Trump në secilën paraqitje pa sytjena,341,386
true_790,790,0,real,Ky stil i flokëve Leartën e bën të duket krejt ndryshe,295,350
true_791,791,0,real,Mimoza kujton një moment nga plazhi,291,327
true_792,792,0,real,Covid-19 merr jetën e 32-të në Kosovë,549,587
true_793,793,0,real,"Trusti s’do pengojë tërheqjen e kursimeve, kompensimi nga qeveria jo për të gjithë",5535,5618
true_794,794,0,real,Angela Martini vjen me foto superseksi,499,538
true_795,795,0,real,"Kurti: Qeveria “Koti” jo që varet vetëm nga Lista Serbe, por nga çdo deputet i saj",3295,3378
true_796,796,0,real,Televizioni publik gjerman flet për Tribunalin Special dhe Presidentin Thaçi,2211,2288
true_797,797,0,real,"Kurti: Sfida, çlirimi i Kosovës nga korrupsioni e kapësit e shtetit",461,529
true_798,798,0,real,"Kurti: Pas çlirimit të Kosovës nga Serbia, duhet të ndodh çlirimi i Kosovës nga korrupsioni",1515,1607
true_799,799,0,real,Sekretet që kanë shokuar botën kur janë bërë publike,2710,2763
true_800,800,0,real,Vjosa Osmani godet partinë e saj dhe Qeverinë Hoti: E kanë skenarist Presidentin,583,664
true_801,801,0,real,"Kurti: Dilni nesër në tubim, dëshmuam që e bëjmë qeverisjen më mirë se të gjithë",1192,1273
true_802,802,0,real,E pabesueshme si duket Yllka Kuqi në foton e indeksit,544,598
true_803,803,0,real,"Ambasada e SHBA-së në Kosovë apelon për kujdes, tubimi paqësor i LVV-së mund të bëhet i dhunshëm",1626,1723
true_804,804,0,real,Ermali e publikon Arianën duke vozitur veturën e re,502,554
true_805,805,0,real,"Njihuni Me Epideminë E Qeshjes, ‘Sëmundjen’ Që Mbylli 14 Shkolla",1865,1930
true_806,806,0,real,Këto janë të gjitha kushtet për ata që futen në Kosovë,1457,1512
true_807,807,0,real,Binjakët që paditën Zuckerberg për vjedhjen e idesë së Facebook tani janë miliarderë falë Bitcoin,839,937
true_808,808,0,real,"Avdyli i del në krahë Osmanit: Kur do flasim ne të vertetën, atëherë keni me mbetë pa fjalë",1324,1416
true_809,809,0,real,Gëzimja përgatit tortën më të bukur për vajzën,433,480
true_810,810,0,real,Afrim Muqiqi: Dasmat nuk guxojnë të mos mbahen,202,249
true_811,811,0,real,Çfarë po feston Majlinda Zeka?,346,377
true_812,812,0,real,"Vetëm në bikini, Tayna tregon më shumë se ç’duhet",532,582
true_813,813,0,real,"Adem Mikullovci “diss” Haxhi Shalës, sot më vizituan në mesditë Albini dhe Glaku jo në mesnatë",591,686
true_814,814,0,real,Mjeku shqiptar në Gjermani tregon se kur do të jetë fundi i Koronavirusit,4803,4877
true_815,815,0,real,Fevziu shuan kureshtjen për rrogën,628,663
true_816,816,0,real,Vajza e Lutës vjen joshëse me pamje nga shtrati,638,686
true_817,817,0,real,Ariana iu thotë mirëmengjesi me fotot e Anës së vogël,652,706
true_818,818,0,real,"Çifti drejt ndarjes, Kim Kardashian largohet nga shtëpia e saj",1386,1449
true_819,819,0,real,Hoti nisi ditën e parë të punës si kryeministër i Kosovës,1519,1577
true_820,820,0,real,Publikohen imazhe të rralla të Ivanka Trump para se të bëhej e famshme,376,447
true_821,821,0,real,Pushimet verore po afrojnë: Kujdes nga mashtruesit me bileta!,1777,1839
true_822,822,0,real,Shikojeni këtë video të Jessicës dhe prisni…,207,252
true_823,823,0,real,"Thaçi: Unë ia tregoj vendin Albin Kurtit, unë jam me godit i pari – s’ka më tolerime",1189,1274
true_824,824,0,real,Kurti: Ne kemi dëshmuar se mund të qeverisim edhe pa listën serbe!,1339,1406
true_825,825,0,real,"Pasi u propozua për kryeministër konsensual Murat Jashari, vjen edhe reagimi nga Familja Jashari",1367,1464
true_826,826,0,real,Lutfi Haziri thotë se nuk i beson Qeverisë Hoti,1058,1106
true_827,827,0,real,Shikojeni si e kap me duar ujkun e tmerrshëm,459,504
true_828,828,0,real,Ja numri i saktë i shqiptarëve nëpër botë,2049,2091
true_829,829,0,real,Keni gjetur ndonjëherë para në tokë? Ja çfarë thotë kjo për ju,683,746
true_830,830,0,real,Vjosa Osmani mbështet masat e reja të Albin Kurtit kundër Serbisë,1307,1373
true_831,831,0,real,Mustafa: Janë mbi 61 vota të sigurta për Qeverinë Hoti,660,715
true_832,832,0,real,UNDP: Vjosa Osmani liderja më e pëlqyer në Kosovë,470,520
true_833,833,0,real,"Horoskopi, e shtunë 30 maj 2020",2941,2973
true_834,834,0,real,Abrashi: LDK-ja e bëri Kurtin kryeministër – narracioni i VV-së më shumë indoktrinim se sa politikë normale,4465,4573
true_835,835,0,real,"Veton Surroi mbetet pa tekst, ky është reagimi i tij për aktgjykimin",653,722
true_836,836,0,real,Vjen reagimi i parë nga Vetëvendosje: Vendimi i Gjykatës Kushtetuese është skandaloz,1513,1598
true_837,837,0,real,Gjykata Kushtetuese vendos që përfaqësuesit e popullit në Kuvend vendosin për qeverinë e ardhshme,1232,1330
true_838,838,0,real,"Blero i lumtur, takohet me vjazën pas tre muajve",619,668
true_839,839,0,real,"Babai i Astrit Deharit: Nëse nuk respektohet vullneti i popullit që shprehet përmes zgjedhjeve, demokracia ka marrë fund",659,780
true_840,840,0,real,"Horoskopi ditor, e enjte 28 Maj 2020",2314,2351
true_841,841,0,real,Arbenita realizon foto veç në të brendshme,752,795
true_842,842,0,real,Video e gjelit gjigant në Kosovë habit botën,547,592
true_843,843,0,real,Bëjani këtë këmbës dhe do të flini sikur qengj,2218,2265
true_844,844,0,real,Georgina duket e zjarrtë në të brendshme,494,535
true_845,845,0,real,I pastrehu gjen një çek 10 mijë dollarësh: ia kthen pronares pa hezitim dhe ja si shpërblehet,1350,1444
true_846,846,0,real,"Kurti: Kemi mbi 52%, Qeveria më e përkrahur që nga çlirimi i vitit 1999",1306,1378
true_847,847,0,real,"Refuzimi ndaj Lajçakut e roli dominues i SHBA-së në dialog, Thaçi top lajm në mediat ndërkombëtare",1469,1568
true_848,848,0,real,Besnik Tahiri: Në Bruksel kryeministri Hoti 'ra në mina',862,919
true_849,849,0,real,Bankat e Evropës lënë mënjanë miliarda euro përderisa përballen me humbjet nga pandemia,4035,4123
true_850,850,0,real,Auditori: Klasifikimi jo adekuat i shpenzimeve në Ministrinë e Shëndetësisë,3590,3666
true_851,851,0,real,Bizneset hezitojnë t’i punësojnë nxënësit e diplomuar në arsim profesional,2829,2904
true_852,852,0,real,Sejdi Hoxha i krahason shpenzimet e tij si Kryeshef i Postës me ato të një kabineti qeveritar,4160,4254
