"article_id","pair_id","label","label_name","word_count","sentence_count","character_count","avg_word_length","avg_sentence_length","title_length","content_length","exclamation_count","question_count","comma_count","quote_count","ellipsis_count","exclamation_ratio","question_ratio","uppercase_word_count","uppercase_word_ratio","uppercase_char_ratio","title_excessive_uppercase","e_count","c_count","diacritic_count","diacritic_ratio","possible_missing_diacritic_count","possible_missing_diacritic_words","sensational_count","sensational_ratio","sensational_found","source_indicator_count","source_indicator_ratio","source_indicators_found","uncertainty_count","uncertainty_ratio","uncertainty_found"
"true_1071","1071","0","real","218","10","1297","4.83","21.8","46","1250","0","0","8","0","0","0.0","0.0","4","0.018349","0.046667","0","96","0","96","0.074017","0","","0","0.0","","0","0.0","","2","0.009174","mund të"
"true_1072","1072","0","real","235","10","1429","4.96","23.5","81","1347","0","0","13","10","0","0.0","0.0","2","0.008511","0.037005","0","117","1","118","0.082575","0","","0","0.0","","0","0.0","","1","0.004255","mund të"
"true_1073","1073","0","real","497","20","2792","4.5","24.85","66","2725","0","0","27","16","0","0.0","0.0","2","0.004024","0.034467","0","185","1","186","0.066619","0","","0","0.0","","0","0.0","","2","0.004024","mund të"
"true_1074","1074","0","real","186","6","1126","4.69","31.0","73","1052","0","0","14","4","0","0.0","0.0","5","0.026882","0.058553","0","43","1","44","0.039076","2","kosove, nje","0","0.0","","0","0.0","","0","0.0",""
"true_1075","1075","0","real","130","3","892","5.13","43.33","46","845","0","0","22","0","0","0.0","0.0","3","0.023077","0.068966","0","34","2","36","0.040359","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1076","1076","0","real","143","8","917","4.79","17.88","63","853","0","0","17","0","0","0.0","0.0","4","0.027972","0.052555","0","62","0","62","0.067612","0","","0","0.0","","2","0.013986","sipas","0","0.0",""
"true_1077","1077","0","real","221","10","1318","4.79","22.1","65","1252","0","0","16","10","0","0.0","0.0","0","0.0","0.043519","0","75","1","76","0.057663","0","","0","0.0","","2","0.00905","sipas, policia","3","0.013575","dyshohet"
"true_1078","1078","0","real","244","10","1465","4.73","24.4","86","1378","0","0","7","0","0","0.0","0.0","3","0.012295","0.034692","0","124","2","126","0.086007","0","","0","0.0","","2","0.008197","sipas","0","0.0",""
"true_1079","1079","0","real","90","4","547","5.03","22.5","76","470","0","0","4","0","0","0.0","0.0","1","0.011111","0.057522","0","37","0","37","0.067642","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1080","1080","0","real","1218","40","6980","4.65","30.45","72","6907","6","0","72","4","0","0.004926","0.0","0","0.0","0.022607","0","569","26","595","0.085244","0","","0","0.0","","0","0.0","","4","0.003284","mund të"
"true_1081","1081","0","real","1082","38","6646","5.0","28.47","86","6559","0","0","67","16","0","0.0","0.0","10","0.009242","0.024769","0","548","8","556","0.083659","0","","0","0.0","","6","0.005545","sipas, ministria","6","0.005545","thuhet, mund të"
"true_1082","1082","0","real","129","8","825","5.24","16.12","25","799","0","0","7","4","0","0.0","0.0","0","0.0","0.053254","0","60","2","62","0.075152","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1083","1083","0","real","417","13","2624","5.12","32.08","57","2566","0","0","44","8","0","0.0","0.0","1","0.002398","0.018753","0","186","1","187","0.071265","0","","0","0.0","","1","0.002398","sipas","1","0.002398","mund të"
"true_1084","1084","0","real","244","11","1488","4.94","22.18","65","1422","1","0","17","2","0","0.004098","0.0","1","0.004098","0.047342","0","110","7","117","0.078629","0","","0","0.0","","0","0.0","","2","0.008197","thuhet, mund të"
"true_1085","1085","0","real","163","8","1070","5.32","20.38","44","1025","0","0","14","6","0","0.0","0.0","0","0.0","0.056647","0","66","2","68","0.063551","0","","0","0.0","","1","0.006135","sipas","0","0.0",""
"true_1086","1086","0","real","276","11","1703","5.07","25.09","54","1648","0","0","17","4","0","0.0","0.0","1","0.003623","0.027162","0","110","7","117","0.068702","0","","0","0.0","","2","0.007246","sipas","0","0.0",""
"true_1087","1087","0","real","621","19","3524","4.52","32.68","95","3428","0","0","30","15","0","0.0","0.0","1","0.00161","0.032143","0","251","3","254","0.072077","0","","0","0.0","","0","0.0","","1","0.00161","mund të"
"true_1088","1088","0","real","407","13","2449","4.87","31.31","75","2373","0","0","29","6","0","0.0","0.0","2","0.004914","0.038423","0","186","2","188","0.076766","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1089","1089","0","real","150","9","968","4.86","16.67","47","920","0","0","8","2","0","0.0","0.0","3","0.02","0.061898","0","70","0","70","0.072314","0","","0","0.0","","1","0.006667","sipas","1","0.006667","thuhet"
"true_1090","1090","0","real","224","13","1364","5.0","17.23","62","1301","0","0","11","2","0","0.0","0.0","3","0.013393","0.034853","0","99","1","100","0.073314","0","","0","0.0","","1","0.004464","sipas","1","0.004464","mund të"
"true_1091","1091","0","real","249","11","1450","4.68","22.64","86","1363","0","0","13","2","0","0.0","0.0","4","0.016064","0.034305","0","98","0","98","0.067586","0","","0","0.0","","4","0.016064","ministria","0","0.0",""
"true_1092","1092","0","real","466","26","2874","4.85","17.92","50","2823","0","0","42","4","0","0.0","0.0","5","0.01073","0.034086","0","202","1","203","0.070633","0","","0","0.0","","4","0.008584","sipas, raportoi, ministria","0","0.0",""
"true_1093","1093","0","real","174","6","1106","5.2","29.0","58","1047","0","0","10","0","0","0.0","0.0","0","0.0","0.038674","0","80","0","80","0.072333","0","","0","0.0","","1","0.005747","sipas","1","0.005747","thuhet"
"true_1094","1094","0","real","101","4","570","4.56","25.25","83","486","0","0","4","2","0","0.0","0.0","0","0.0","0.047722","0","40","0","40","0.070175","0","","0","0.0","","1","0.009901","sipas","1","0.009901","thuhet"
"true_1095","1095","0","real","1037","49","6476","5.05","21.16","54","6421","0","0","86","16","0","0.0","0.0","15","0.014465","0.043595","0","513","8","521","0.080451","0","","0","0.0","","7","0.00675","sipas, policia","1","0.000964","ndoshta"
"true_1096","1096","0","real","172","7","1022","4.87","24.57","54","967","0","0","8","2","0","0.0","0.0","0","0.0","0.029833","0","73","6","79","0.077299","0","","0","0.0","","1","0.005814","bëri të ditur","0","0.0",""
"true_1097","1097","0","real","108","5","699","5.31","21.6","70","628","0","0","7","2","0","0.0","0.0","1","0.009259","0.052356","0","45","0","45","0.064378","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1098","1098","0","real","182","8","1119","4.96","22.75","95","1023","0","0","8","4","0","0.0","0.0","0","0.0","0.019956","0","93","0","93","0.08311","0","","0","0.0","","1","0.005495","sipas","1","0.005495","mund të"
"true_1099","1099","0","real","187","8","1133","4.91","23.38","54","1078","0","0","15","4","0","0.0","0.0","3","0.016043","0.046943","0","86","0","86","0.075905","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1100","1100","0","real","141","5","907","5.1","28.2","70","836","0","0","6","2","0","0.0","0.0","6","0.042553","0.079609","0","62","0","62","0.068357","0","","0","0.0","","1","0.007092","sipas","2","0.014184","thuhet"
"true_1101","1101","0","real","212","10","1331","5.05","21.2","69","1261","0","0","15","6","0","0.0","0.0","4","0.018868","0.076128","0","78","5","83","0.062359","0","","0","0.0","","1","0.004717","sipas","3","0.014151","thuhet"
"true_1102","1102","0","real","157","5","1067","5.1","31.4","41","1025","0","0","27","0","0","0.0","0.0","3","0.019108","0.067584","0","45","1","46","0.043112","0","","0","0.0","","1","0.006369","sipas","0","0.0",""
"true_1103","1103","0","real","146","5","905","5.12","29.2","55","849","0","0","8","0","0","0.0","0.0","2","0.013699","0.063257","0","68","0","68","0.075138","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1104","1104","0","real","285","11","1857","5.39","25.91","57","1799","0","0","13","4","1","0.0","0.0","6","0.021053","0.039739","0","126","0","126","0.067851","0","","0","0.0","","0","0.0","","1","0.003509","mund të"
"true_1105","1105","0","real","313","18","1660","4.2","17.39","90","1569","0","0","18","8","0","0.0","0.0","2","0.00639","0.051028","0","91","2","93","0.056024","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1106","1106","0","real","392","15","2407","4.99","26.13","89","2317","0","0","8","6","0","0.0","0.0","7","0.017857","0.043945","0","169","0","169","0.070212","0","","0","0.0","","0","0.0","","1","0.002551","mund të"
"true_1107","1107","0","real","102","6","668","5.01","17.0","45","622","0","0","6","0","0","0.0","0.0","3","0.029412","0.064579","0","50","0","50","0.07485","0","","0","0.0","","0","0.0","","1","0.009804","thuhet"
"true_1108","1108","0","real","123","11","710","4.5","11.18","46","663","0","0","5","1","0","0.0","0.0","6","0.04878","0.097826","0","41","1","42","0.059155","0","","0","0.0","","0","0.0","","1","0.00813","thuhet"
"true_1109","1109","0","real","1047","40","6282","4.87","26.18","61","6220","0","0","68","28","6","0.0","0.0","5","0.004776","0.028835","0","502","12","514","0.081821","0","","0","0.0","","2","0.00191","sipas","0","0.0",""
"true_1110","1110","0","real","151","7","951","5.19","21.57","62","888","0","0","9","2","0","0.0","0.0","0","0.0","0.069858","0","70","7","77","0.080967","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1111","1111","0","real","199","8","1210","4.95","24.88","92","1117","0","0","11","2","0","0.0","0.0","4","0.020101","0.085128","0","106","0","106","0.087603","0","","0","0.0","","0","0.0","","1","0.005025","thuhet"
"true_1112","1112","0","real","127","6","717","4.61","21.17","26","690","0","0","2","2","0","0.0","0.0","0","0.0","0.023932","0","52","0","52","0.072524","0","","0","0.0","","1","0.007874","policia","1","0.007874","thuhet"
"true_1113","1113","0","real","1302","37","8016","5.07","35.19","62","7953","0","0","54","34","0","0.0","0.0","3","0.002304","0.030583","0","579","6","585","0.072979","0","","0","0.0","","2","0.001536","sipas, deklaroi","0","0.0",""
"true_1114","1114","0","real","164","7","1006","4.93","23.43","66","939","0","0","10","0","0","0.0","0.0","3","0.018293","0.038414","0","75","0","75","0.074553","0","","0","0.0","","0","0.0","","1","0.006098","mund të"
"true_1115","1115","0","real","126","4","821","4.89","31.5","78","742","0","0","21","0","0","0.0","0.0","3","0.02381","0.078049","0","41","0","41","0.049939","0","","0","0.0","","1","0.007937","sipas","0","0.0",""
"true_1116","1116","0","real","211","7","1366","5.35","30.14","108","1257","0","0","12","4","0","0.0","0.0","1","0.004739","0.044326","0","101","2","103","0.075403","0","","0","0.0","","1","0.004739","sipas","0","0.0",""
"true_1117","1117","0","real","113","7","676","4.88","16.14","44","631","0","0","5","4","0","0.0","0.0","0","0.0","0.048913","0","39","4","43","0.063609","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1118","1118","0","real","286","11","1774","5.1","26.0","88","1685","0","0","13","4","0","0.0","0.0","0","0.0","0.036426","0","134","6","140","0.078918","0","","0","0.0","","1","0.003497","sipas","5","0.017483","thuhet"
"true_1119","1119","0","real","89","5","585","5.03","17.8","59","525","0","0","10","2","0","0.0","0.0","3","0.033708","0.069196","0","42","0","42","0.071795","0","","0","0.0","","1","0.011236","sipas","0","0.0",""
"true_1120","1120","0","real","158","7","1001","5.22","22.57","101","899","0","0","7","2","0","0.0","0.0","1","0.006329","0.041413","0","70","1","71","0.070929","0","","0","0.0","","1","0.006329","sipas","0","0.0",""
"true_1121","1121","0","real","297","17","1809","4.96","17.47","107","1701","0","0","16","8","0","0.0","0.0","0","0.0","0.029232","0","145","1","146","0.080708","0","","0","0.0","","1","0.003367","deklaroi","3","0.010101","mund të"
"true_1122","1122","0","real","729","22","4469","4.98","33.14","92","4376","0","0","28","26","0","0.0","0.0","10","0.013717","0.038918","0","313","5","318","0.071157","0","","0","0.0","","7","0.009602","sipas","2","0.002743","thuhet"
"true_1123","1123","0","real","336","11","1964","4.78","30.55","61","1902","0","0","11","6","0","0.0","0.0","5","0.014881","0.042527","0","149","0","149","0.075866","0","","0","0.0","","1","0.002976","sipas","1","0.002976","mund të"
"true_1124","1124","0","real","280","11","1835","5.39","25.45","56","1778","0","0","9","4","0","0.0","0.0","4","0.014286","0.062252","0","133","0","133","0.07248","0","","0","0.0","","0","0.0","","1","0.003571","thuhet"
"true_1125","1125","0","real","301","10","2073","5.78","30.1","93","1979","0","0","12","16","0","0.0","0.0","1","0.003322","0.036845","0","133","10","143","0.068982","0","","0","0.0","","4","0.013289","sipas, ministria","0","0.0",""
"true_1126","1126","0","real","103","5","628","4.74","20.6","60","567","0","0","9","2","0","0.0","0.0","3","0.029126","0.061475","0","39","1","40","0.063694","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1127","1127","0","real","66","5","406","4.86","13.2","46","359","0","0","3","0","0","0.0","0.0","1","0.015152","0.034375","0","26","0","26","0.064039","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1128","1128","0","real","146","11","1006","4.98","13.27","51","954","0","0","11","2","0","0.0","0.0","6","0.041096","0.073103","0","65","0","65","0.064612","0","","0","0.0","","1","0.006849","sipas","0","0.0",""
"true_1129","1129","0","real","174","9","1084","5.09","19.33","73","1010","0","0","4","2","0","0.0","0.0","1","0.005747","0.051919","0","74","6","80","0.073801","0","","0","0.0","","0","0.0","","1","0.005747","dyshohet"
"true_1130","1130","0","real","336","13","1881","4.51","25.85","92","1788","0","0","17","6","0","0.0","0.0","5","0.014881","0.063703","0","146","1","147","0.07815","0","","0","0.0","","1","0.002976","sipas","0","0.0",""
"true_1131","1131","0","real","61","4","368","4.89","15.25","27","340","0","0","1","2","0","0.0","0.0","0","0.0","0.040404","0","28","0","28","0.076087","0","","0","0.0","","1","0.016393","sipas","0","0.0",""
"true_1132","1132","0","real","908","21","5776","5.23","43.24","112","5663","0","0","63","16","0","0.0","0.0","4","0.004405","0.028234","0","475","3","478","0.082756","0","","0","0.0","","2","0.002203","bëri të ditur, ministria","0","0.0",""
"true_1133","1133","0","real","184","8","1086","4.71","23.0","57","1028","0","0","9","7","0","0.0","0.0","1","0.005435","0.058824","0","52","3","55","0.050645","0","","0","0.0","","2","0.01087","sipas, konfirmoi","0","0.0",""
"true_1134","1134","0","real","77","3","531","5.77","25.67","63","467","0","0","2","2","0","0.0","0.0","1","0.012987","0.036036","0","38","0","38","0.071563","0","","0","0.0","","1","0.012987","ministria","0","0.0",""
"true_1135","1135","0","real","952","39","5930","5.11","24.41","55","5874","0","0","47","12","0","0.0","0.0","1","0.00105","0.031886","0","432","13","445","0.075042","0","","0","0.0","","1","0.00105","deklaroi","1","0.00105","thuhet"
"true_1136","1136","0","real","52","3","307","4.77","17.33","43","263","0","0","0","0","0","0.0","0.0","0","0.0","0.032258","0","18","0","18","0.058632","0","","0","0.0","","2","0.038462","sipas, policia","0","0.0",""
"true_1137","1137","0","real","189","11","1184","5.04","17.18","49","1134","0","0","14","10","0","0.0","0.0","0","0.0","0.03043","0","83","3","86","0.072635","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1138","1138","0","real","288","10","1799","5.09","28.8","77","1721","0","0","22","4","0","0.0","0.0","2","0.006944","0.032082","0","151","4","155","0.086159","0","","0","0.0","","3","0.010417","sipas","0","0.0",""
"true_1139","1139","0","real","259","14","1580","4.88","18.5","100","1479","0","0","16","10","0","0.0","0.0","5","0.019305","0.052215","0","130","0","130","0.082278","0","","0","0.0","","1","0.003861","sipas","0","0.0",""
"true_1140","1140","0","real","410","15","2495","4.91","27.33","74","2420","0","1","20","9","0","0.0","0.002439","4","0.009756","0.043825","0","171","0","171","0.068537","0","","0","0.0","","1","0.002439","ministria","2","0.004878","thuhet, mund të"
"true_1141","1141","0","real","372","15","2401","5.28","24.8","99","2301","0","0","15","7","0","0.0","0.0","2","0.005376","0.026986","0","161","2","163","0.067888","0","","0","0.0","","4","0.010753","sipas, raporti","2","0.005376","thuhet"
"true_1142","1142","0","real","307","18","1818","4.72","17.06","47","1770","0","0","19","6","0","0.0","0.0","1","0.003257","0.035343","0","138","2","140","0.077008","0","","0","0.0","","3","0.009772","sipas, deklaroi","0","0.0",""
"true_1143","1143","0","real","92","3","559","4.87","30.67","97","461","0","0","4","0","0","0.0","0.0","3","0.032609","0.044643","0","35","0","35","0.062612","0","","0","0.0","","3","0.032609","sipas, policia","0","0.0",""
"true_1144","1144","0","real","93","4","573","5.05","23.25","55","517","0","0","2","0","0","0.0","0.0","0","0.0","0.021277","0","45","0","45","0.078534","0","","0","0.0","","2","0.021505","sipas, policia","0","0.0",""
"true_1145","1145","0","real","464","19","2823","4.99","24.42","79","2743","1","0","18","12","0","0.002155","0.0","1","0.002155","0.034974","0","214","5","219","0.077577","0","","0","0.0","","3","0.006466","sipas","5","0.010776","thuhet"
"true_1146","1146","0","real","234","12","1389","4.73","19.5","76","1312","0","0","10","6","0","0.0","0.0","1","0.004274","0.029864","0","116","3","119","0.085673","0","","0","0.0","","1","0.004274","sipas","0","0.0",""
"true_1147","1147","0","real","170","6","996","4.72","28.33","74","921","0","0","9","4","0","0.0","0.0","1","0.005882","0.028678","0","75","0","75","0.075301","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1148","1148","0","real","108","6","683","5.22","18.0","67","615","0","0","4","0","0","0.0","0.0","2","0.018519","0.053286","0","38","2","40","0.058565","0","","0","0.0","","0","0.0","","1","0.009259","mund të"
"true_1149","1149","0","real","334","13","2013","4.86","25.69","76","1936","0","0","12","0","0","0.0","0.0","0","0.0","0.035802","0","118","0","118","0.058619","0","","0","0.0","","2","0.005988","sipas","0","0.0",""
"true_1150","1150","0","real","107","7","757","5.79","15.29","83","673","0","0","8","0","0","0.0","0.0","0","0.0","0.027464","0","45","1","46","0.060766","0","","0","0.0","","1","0.009346","policia","0","0.0",""
"true_1151","1151","0","real","166","4","1038","5.1","41.5","77","960","0","0","10","2","0","0.0","0.0","0","0.0","0.042654","0","83","2","85","0.081888","0","","0","0.0","","3","0.018072","sipas, ministria","1","0.006024","thuhet"
"true_1152","1152","0","real","41","1","301","6.12","41.0","87","213","0","0","2","2","0","0.0","0.0","1","0.02439","0.035857","0","15","0","15","0.049834","0","","0","0.0","","1","0.02439","sipas","0","0.0",""
"true_1153","1153","0","real","822","54","4800","4.62","15.22","76","4723","1","0","56","24","1","0.001217","0.0","6","0.007299","0.062747","0","297","27","324","0.0675","0","","0","0.0","","3","0.00365","sipas, deklaroi","1","0.001217","thuhet"
"true_1154","1154","0","real","428","13","2650","5.01","32.92","72","2577","0","0","25","6","0","0.0","0.0","1","0.002336","0.034531","0","219","0","219","0.082642","0","","0","0.0","","2","0.004673","sipas, ministria","0","0.0",""
"true_1155","1155","0","real","526","23","3412","5.32","22.87","67","3344","0","0","36","8","0","0.0","0.0","3","0.005703","0.040729","0","268","3","271","0.079426","0","","0","0.0","","4","0.007605","sipas","0","0.0",""
"true_1156","1156","0","real","33","1","203","5.03","33.0","73","129","0","0","4","0","0","0.0","0.0","0","0.0","0.10241","0","10","2","12","0.059113","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1157","1157","0","real","62","4","385","5.06","15.5","36","348","0","0","3","0","0","0.0","0.0","0","0.0","0.057508","0","20","0","20","0.051948","0","","0","0.0","","1","0.016129","sipas","0","0.0",""
"true_1158","1158","0","real","104","8","598","4.65","13.0","66","531","0","0","5","0","0","0.0","0.0","3","0.028846","0.070248","0","51","1","52","0.086957","0","","0","0.0","","3","0.028846","sipas, policia","1","0.009615","dyshohet"
"true_1159","1159","0","real","193","12","1134","4.73","16.08","70","1063","0","0","9","9","0","0.0","0.0","1","0.005181","0.064622","0","90","2","92","0.081129","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1160","1160","0","real","181","7","1106","4.97","25.86","42","1063","0","0","14","6","0","0.0","0.0","2","0.01105","0.067929","0","80","0","80","0.072333","0","","0","0.0","","1","0.005525","sipas","0","0.0",""
"true_1161","1161","0","real","297","16","1681","4.46","18.56","44","1636","1","0","22","2","0","0.003367","0.0","1","0.003367","0.030943","0","163","2","165","0.098156","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1162","1162","0","real","97","5","542","4.55","19.4","48","493","0","0","3","0","0","0.0","0.0","0","0.0","0.029478","0","42","1","43","0.079336","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1163","1163","0","real","346","12","2214","5.31","28.83","95","2118","0","0","22","6","0","0.0","0.0","0","0.0","0.037664","0","152","3","155","0.070009","0","","0","0.0","","0","0.0","","3","0.008671","mund të"
"true_1164","1164","0","real","259","28","1576","4.72","9.25","44","1531","0","0","15","0","0","0.0","0.0","1","0.003861","0.030253","0","104","0","104","0.06599","0","","0","0.0","","1","0.003861","sipas","0","0.0",""
"true_1165","1165","0","real","187","12","1132","4.85","15.58","63","1068","0","0","13","2","0","0.0","0.0","2","0.010695","0.06505","0","73","0","73","0.064488","0","","0","0.0","","0","0.0","","1","0.005348","thuhet"
"true_1166","1166","0","real","104","7","603","4.67","14.86","130","472","0","1","4","6","0","0.0","0.009615","0","0.0","0.034979","0","36","2","38","0.063018","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1167","1167","0","real","784","46","4845","5.01","17.04","101","4743","0","4","54","6","1","0.0","0.005102","5","0.006378","0.03852","0","321","3","324","0.066873","0","","0","0.0","","3","0.003827","ministria, policia","0","0.0",""
"true_1168","1168","0","real","76","6","510","5.26","12.67","54","455","0","0","7","2","0","0.0","0.0","0","0.0","0.0675","0","30","0","30","0.058824","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1169","1169","0","real","153","9","925","4.9","17.0","123","801","0","0","7","6","0","0.0","0.0","1","0.006536","0.034667","0","61","1","62","0.067027","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1170","1170","0","real","139","6","827","4.78","23.17","88","738","0","0","4","0","0","0.0","0.0","2","0.014388","0.043609","0","59","0","59","0.071342","0","","0","0.0","","0","0.0","","1","0.007194","mund të"
"true_1171","1171","0","real","123","5","668","4.37","24.6","74","593","0","0","4","0","0","0.0","0.0","0","0.0","0.040892","0","38","2","40","0.05988","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1172","1172","0","real","69","7","408","4.86","9.86","49","358","0","0","1","0","0","0.0","0.0","0","0.0","0.035821","0","12","0","12","0.029412","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1173","1173","0","real","389","21","2404","5.03","18.52","80","2323","0","0","16","4","0","0.0","0.0","5","0.012853","0.033231","0","181","2","183","0.076123","0","","0","0.0","","3","0.007712","sipas, studimi","5","0.012853","mendohet, mund të"
"true_1174","1174","0","real","219","13","1472","5.45","16.85","88","1383","0","0","5","0","0","0.0","0.0","1","0.004566","0.026823","0","99","0","99","0.067255","0","","0","0.0","","5","0.022831","sipas, raporti","0","0.0",""
"true_1175","1175","0","real","751","65","4029","4.14","11.55","66","3962","7","6","61","0","3","0.009321","0.007989","0","0.0","0.024783","0","304","9","313","0.077687","0","","0","0.0","","1","0.001332","sipas","1","0.001332","mund të"
"true_1176","1176","0","real","360","26","2064","4.64","13.85","69","1994","7","0","13","0","0","0.019444","0.0","0","0.0","0.022754","0","163","7","170","0.082364","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1177","1177","0","real","167","8","1005","4.84","20.88","90","914","0","0","8","6","0","0.0","0.0","1","0.005988","0.042027","0","75","2","77","0.076617","0","","0","0.0","","3","0.017964","sipas","1","0.005988","mund të"
"true_1178","1178","0","real","167","10","959","4.53","16.7","46","912","0","0","4","0","0","0.0","0.0","2","0.011976","0.059445","0","94","3","97","0.101147","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1179","1179","0","real","219","13","1361","4.89","16.85","61","1299","0","0","15","0","0","0.0","0.0","1","0.004566","0.033613","0","96","2","98","0.072006","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1180","1180","0","real","140","7","784","4.46","20.0","72","711","0","0","12","6","0","0.0","0.0","0","0.0","0.030449","0","62","3","65","0.082908","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1181","1181","0","real","183","8","977","4.27","22.88","63","913","1","0","5","4","0","0.005464","0.0","0","0.0","0.034571","0","86","2","88","0.090072","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1182","1182","0","real","179","11","991","4.4","16.27","88","902","0","0","8","6","1","0.0","0.0","0","0.0","0.021684","0","91","0","91","0.091826","0","","0","0.0","","1","0.005587","sipas","0","0.0",""
"true_1183","1183","0","real","212","17","1287","4.67","12.47","38","1248","1","0","11","1","0","0.004717","0.0","0","0.0","0.022222","0","104","2","106","0.082362","0","","0","0.0","","1","0.004717","sipas","0","0.0",""
"true_1184","1184","0","real","78","4","440","4.49","19.5","63","376","0","0","4","0","1","0.0","0.0","0","0.0","0.028571","0","26","1","27","0.061364","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1185","1185","0","real","170","6","1122","5.22","28.33","70","1051","0","0","14","0","0","0.0","0.0","0","0.0","0.021396","0","83","0","83","0.073975","0","","0","0.0","","2","0.011765","policia","1","0.005882","thuhet"
"true_1186","1186","0","real","119","8","631","4.25","14.88","53","577","1","1","2","2","0","0.008403","0.008403","1","0.008403","0.035573","0","53","3","56","0.088748","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1187","1187","0","real","207","13","1215","4.76","15.92","31","1183","0","3","9","0","0","0.0","0.014493","1","0.004831","0.024365","0","120","1","121","0.099588","0","","0","0.0","","1","0.004831","sipas","5","0.024155","thuhet, mund të"
"true_1188","1188","0","real","558","35","3277","4.66","15.94","128","3148","0","2","44","18","1","0.0","0.003584","3","0.005376","0.033462","0","242","9","251","0.076594","0","","0","0.0","","0","0.0","","3","0.005376","ndoshta, mund të"
"true_1189","1189","0","real","312","10","1978","5.2","31.2","96","1881","0","0","9","6","0","0.0","0.0","5","0.016026","0.04509","0","119","0","119","0.060162","0","","0","0.0","","0","0.0","","2","0.00641","thuhet"
"true_1190","1190","0","real","353","15","1899","4.27","23.53","96","1802","0","0","15","12","0","0.0","0.0","1","0.002833","0.039841","0","133","3","136","0.071617","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1191","1191","0","real","155","7","1007","5.21","22.14","80","926","0","0","12","0","1","0.0","0.0","0","0.0","0.022305","0","51","3","54","0.053625","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1192","1192","0","real","248","17","1560","4.95","14.59","90","1469","0","0","22","0","1","0.0","0.0","1","0.004032","0.033415","0","121","7","128","0.082051","0","","1","0.004032","urgjente","0","0.0","","0","0.0",""
"true_1193","1193","0","real","129","8","746","4.59","16.12","48","697","0","0","5","0","0","0.0","0.0","2","0.015504","0.043919","0","56","0","56","0.075067","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1194","1194","0","real","675","14","4043","4.89","48.21","100","3942","0","0","29","6","0","0.0","0.0","2","0.002963","0.02787","0","346","12","358","0.088548","0","","0","0.0","","2","0.002963","sipas","0","0.0",""
"true_1195","1195","0","real","397","9","2260","4.58","44.11","67","2192","0","0","23","12","0","0.0","0.0","4","0.010076","0.032009","0","159","4","163","0.072124","0","","0","0.0","","0","0.0","","5","0.012594","mund të"
"true_1196","1196","0","real","873","26","5046","4.64","33.58","84","4961","0","0","81","9","0","0.0","0.0","14","0.016037","0.035044","0","357","13","370","0.073325","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1197","1197","0","real","189","8","1096","4.69","23.62","77","1018","0","0","10","4","0","0.0","0.0","0","0.0","0.033898","0","77","4","81","0.073905","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1198","1198","0","real","180","12","1035","4.66","15.0","97","937","0","0","5","2","0","0.0","0.0","3","0.016667","0.057211","0","76","5","81","0.078261","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1199","1199","0","real","177","9","967","4.37","19.67","51","915","0","1","9","0","0","0.0","0.00565","0","0.0","0.018158","0","66","2","68","0.070321","0","","0","0.0","","0","0.0","","0","0.0",""
"true_1200","1200","0","real","516","17","3338","5.38","30.35","93","3244","0","0","23","1","0","0.0","0.0","3","0.005814","0.020187","0","243","1","244","0.073098","0","","0","0.0","","0","0.0","","1","0.001938","thuhet"
