article_id,pair_id,true_label,true_label_name,predicted_label,prediction,probability_real,probability_fake,predicted_confidence,error_type,title,content_excerpt,word_count,source_markers_found,sensational_words_found,diacritic_ratio,uppercase_ratio,exclamation_count,is_high_confidence_error,is_near_50_error,is_uncertain_35_65,interpretation
fake_629,629,1,fake,0,real,0.585139,0.414861,0.585139,false_negative,Aktorja nga Gjilani i quan kosovarët dreqër,"Është me vend që figurat publike të bëjnë thirrje për kauza të ndryshme, tu bashkohen fushatave me të cilat pajtohen, etj.Edhe në kohë pandemie, shumë figura të njohura kanë bërë thirrje për kujdes, për ruajtjen e disatance, mbajtjen e maskave, shkruan “Kosovarja”. Me rritjen e rasteve të reja dhe h",93,,,0.073801,0.020595,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_638,638,1,fake,0,real,0.78584,0.21416,0.78584,false_negative,Lajmi më i ri sa i përket pagesave prej 170 eurosh për punëtorët që mbetën pa punë gjatë pandemisë!,"Kryeministri Avdullah Hoti, u ka bërë thirrje grupeve parlamentare dhe deputetëve të Kuvendit të Kosovës që të gjendet një formë për mbajtjen e seancës së Kuvendit për ta miratuar rishikimin e buxhetit.Hoti ka thënë se e di që disa deputetë dhe një pjesë e stafit të Kuvendit janë të prekur nga koron",174,,urgjente,0.072301,0.021303,1,False,False,False,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_655,655,1,fake,0,real,0.598769,0.401231,0.598769,false_negative,Krenar Gashi:“Avdullah Hoti Mund Të Bëhet Si Ibrahim Rugova “ ndoshta me i zoti se aj,"Krenar Gashi:“Avdullah Hoti mund të bëhet si Ibrahim Rugova “A.nalisti i mirënjohur kosovar Krenar Gashi ka bërë një sta.tus mjaft int.eresant në pr.ofilin e tij në Facebook ku ka krahasuar kr.itikat që po i jepen kryeministrit Hoti me ato që i jepeshin kryetarit të LDK-së në vitet ’90, z.Ibrahim Ru",161,sipas,,0.053872,0.051136,0,False,False,True,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_702,702,1,fake,0,real,0.941352,0.058648,0.941352,false_negative,LAJMI I FUNDIT – Thaçi: Nëse nuk arrihet marrëveshja me 27 qershor kjo do të ndodhë…,"Presidenti i Kosovës, Hashim Thaçi, tha në një intervistë se takimi i paralajmëruar për 27 qershor në Washington është një mundësi e artë për të arritur një marrëveshje të rëndësishme ndërmjet Kosovës dhe Serbisë.VOA: Zoti president, me 27 qershor ju dhe udhëheqësit e Serbisë jeni ftuar nga ambasado",2233,,,0.086382,0.03475,0,True,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. Modeli gaboi me siguri të lartë. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_713,713,1,fake,0,real,0.670469,0.329531,0.670469,false_negative,"Mixha hyri në një restorant luksoz dhe i shërben kamarierja më e mirë, por të nesërmen ajo shkarkohet pas asaj që kishte bërë!","Një shprehje thotë: “mos gjykoni një libër nga kapaku i tij”, që do të thotë pamja e jashtme e njerëzve mund të mashtrojë. Ka një histori interesante që shërben si një alegori për këtë thënie. Ani punon si kamariere në një restorant të klasit të lartë, ku klientët e vetëm janë njerëz të pasur.Konsum",489,,,0.07471,0.018868,4,False,False,False,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_756,756,1,fake,0,real,0.500073,0.499927,0.500073,false_negative,"Fotografi brenda Klinikës Infektive në QKUK, mjekë të lodhur e rraskapitur: Këtu as Supermeni nuk bën punë","Një qytetar ka publikuar disa fotografi të mjekëve në Klinikën Infektive të QKUK-së. Në fotot e publikuara, shihen mjekët e Klinikës Infektive, të lodhur e të djersitur, gjatë orarit të punësMegjithëse të djersitur nga puna e lodh ja, mjekët e QKUK-së po vazhdojnë të jenë në shërbimin e pacientëve t",251,,,0.075683,0.05151,0,False,True,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_788,788,1,fake,0,real,0.618451,0.381549,0.618451,false_negative,Albin Kurti e quan Zezaj Ministrin e Shëndetësisë,"Fjalimi i plotë i Kurtit:Të dashur qytetarë,Po ju flas këtu nga ballkoni i Lëvizjes, në pamundësi që të mbajmë tubime fizike, për shkak të rikthimit të furishëm të pandemisë së virusit Corona.Kosova sot është në gjendje të rëndë sepse kriza është e trefishtë: shëndetësia, demokracia dhe ekonomia e v",257,,,0.084615,0.023499,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_789,789,1,fake,0,real,0.702736,0.297264,0.702736,false_negative,"Zemaj deputetëve të VV’së: Ju jeni shëtit me paramilitarë, unë jam nip i Mic Sokolit","Ministri i Shëndetësisë Armend Zemaj u është përgjigjur kritikave të shumta të deputetëve të Vetëvendosjes për keqmenaxhim të pandemisë Covid-19, me të kaluarën gjatë luftës.Tha se ‘edhe kjo ka të bëjë me pandeminë’ dhe akuzoi deputetët e VV’së për ‘shëtitje me paramilitarë’ në kohën e luftës në Kos",246,,,0.07148,0.048007,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_833,833,1,fake,0,real,0.574118,0.425882,0.574118,false_negative,A paguhen 10 ditët e humbura të karantinës në Zvicër? Flet Shoqata e Sipermarrësve Zviceranë,"A paguhen 10 ditët e humbura të karantinës në Zvicër? Flet Shoqata e Sipermarrësve ZviceranëSipas Shoqatës patronale (të sipërmarësve) zviceranë, punëtorët të cilët shkojnë në vendet që figurojnë në listën e “shteteve të rre zikuara”, i kanosen humbjes së realizimit të së drejtës së tyre në pagesë p",251,sipas,,0.085752,0.019496,0,False,False,True,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_979,979,1,fake,0,real,0.578739,0.421261,0.578739,false_negative,"Kosova në zgjedhje të jashtëzakonshme, Kjo është data!","Kosova në zgjedhje të jashtëzakonshme, ja kush e paralajmëronSekretari organizativ i Aleancës Kosova e Re Rrahim Pacolli, ka thënë se në shtator, Kosova duhet të shkojë në zgjedhje të jashtëzakonshme parlamentare.Ai ka thënë se Kosovës i duhet një kryeministër i fuqíshëm, e jo një kryeministër si Av",186,sipas,,0.072727,0.041249,2,False,False,True,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1028,1028,1,fake,0,real,0.785585,0.214415,0.785585,false_negative,"BE i’a palon Grenellit: Bën veprimin e papritur për Kosovën, hiqen vizat për Kosovën??","Dialogu ndërmjet Serbisë dhe Kosovës i lehtësuar nga Bashkimi Evropian pritet të rifillojë të enjten në Bruksel, kanë konfirmuar për Radion Evropa e Lirë, burime jozyrtare në Prishtinë.Pala kosovare ka shumë të ngjarë të përfaqësohet nga kryeministri i Kosovës Avdullah Hoti.Ende nuk ka konfirmim kus",261,,,0.069767,0.050887,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1037,1037,1,fake,0,real,0.808764,0.191236,0.808764,false_negative,"Daçiq: Na jepni Veriun e Kosovës, pastaj fillojmë me bisedime!","Ministri i Punëve të Jashtme të Serbisë, Ivica Dacic, këto ankesa i bëri në intervistën e tij për televizionin serb Tv Prva të shtunën, ku të parët në listën e ankesave ishte Malin e Zi, e i vazhdoi për kosovarët dhe ndërkombëtarët. Për kosovarët e ndërkombëtarët ai ankua se Serbisë nuk po ju ofrohe",344,sipas,,0.073595,0.041718,1,False,False,False,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1042,1042,1,fake,0,real,0.732574,0.267426,0.732574,false_negative,"Afrim Muçiqi: Nëse nuk na lejohet puna, do t’i mbajmë dasmat në shesh apo livadhe","Përfaqësues të estradës, gastronomisë dhe aktiviteteve të tjera të ndërlidhura me organizimin e dasamave sot në ora 12:00 do të takohen me ministrin e Shëndetësisë, Armend Zemaj, për të parë mundësinë e hapjes së këtyre aktiviteteve, shkruan Reporteri.net.Ky takim u aranzhua pasi ata kishin dalë për",166,,,0.076053,0.025907,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1055,1055,1,fake,0,real,0.801233,0.198767,0.801233,false_negative,SHBA vjen me Super Lajm Për Kosovën,"SHBA pret që dialogu të rifillojë, qëllimi final njohja e plotëMe reciprocitetin e larguar në fundjavë dhe me fushatën aktive të Serbisë kundër shtetësisë së Kosovës, synohet t’u jepet intensitet veprimeve në rinisjen e dialogut dhe arritjen e një marrëveshjeje finale. Por mbetet e paqartë se kush d",286,,,0.085648,0.033803,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1064,1064,1,fake,0,real,0.561481,0.438519,0.561481,false_negative,Nuk do ta besoni se çka e paralajmëron Isa Mustafa Vjosën!,"Kryetari i Lidhjes Demokratike të Kosovës, Isa Mustafa në konferencën për media pas takimit të kryesisë së partisë ka folur rreth votimit të qeverisë nesër dhe rreth propozimit të kryetares së Kuvendit dhe anëtares së LDK-së, Vjosa Osmani për një qeveri tranzitore.Më tutje, i pyetur për idenë e Osma",132,,nuk do ta besoni,0.078947,0.036585,1,False,False,True,"Mund të jetë ngatërruar sepse fjalori i tekstit fake mund t'i ngjajë artikujve real. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1079,1079,1,fake,0,real,0.573722,0.426278,0.573722,false_negative,Agim Veliu “godet“ Vjosen: Oj trashaluqe duhesh mi hjek killat për mu…..,"Përp lasje në mes të Vjosa Osmanit dhe Agim Veliut ka pasur së fundmi.Lidhur me këtë, analisti politik, Leon Duhanaj, ka thënë për gazetën “Bota sot” se në secilin subjekt politik normal lejohet mendimi ndryshe, por duket se nuk jemi mësuar që të kemi kri tikë të hapur.“Në çdo subjekt politik normal",152,,,0.053571,0.027108,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1085,1085,1,fake,0,real,0.805157,0.194843,0.805157,false_negative,Glauk Konjufca: Bëhuni gati…Nesër është vetëm nxemje!,"Lëvizja Vetëvendosje që udhëhiqet nga kryeministri në detyrë, Albin Kurti, nesër do të bëjnë edhe një provë për protestë në shesh të Prishtinës, të cilën po e quajnë performancë.Kësaj here në të do të marrin pjesë deri në 5 mijë persona, kurse siç kanë thënë nga VV protesta do të vëzhgohet nga 200 a",170,,,0.094246,0.051852,1,False,False,False,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1090,1090,1,fake,0,real,0.524221,0.475779,0.524221,false_negative,Politikani Serb ‘zbulon’ dy politikanët e Kosovës që po bashkëpunojnë me…,"Ish-kreu i të ashquajturit “Trupit koordinues për Kosovë”, Nebojsha Covic, ka thënë se aktualisht është një tollovi rreth ndikimit të ndërkombëtarëve në Kosovë.Sipas tij ishte e qartë që Ramush Haradinaj kishte bashkëpunuar me Gjermaninë kur kishte vendosur taksën.Derisa thotë që nëse do të ketë një",176,sipas,,0.077643,0.043931,0,False,True,True,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1092,1092,1,fake,0,real,0.656565,0.343435,0.656565,false_negative,"Abdulla Hoti “godet“ Lëvizjen Vetëvendosje, ja çka i thotë!","I nominuari për kryeministër, Avdullah Hoti ka thënë se me Lëvizjen Vetëvendosje kanë dallime të mëdha konceptuale dhe për këtë edhe ndodhen për plasjet. Ai ka thënë se LDK-në askush nuk mund ta dirigjojë e as ta kontrollojë dhe për këtë ka thënë se nuk arritën të bashkëqeverisin me VV-në, e cila si",112,sipas,,0.086822,0.05029,1,False,False,False,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas). TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1101,1101,1,fake,0,real,0.588614,0.411386,0.588614,false_negative,Ky kombinim po i çmend të gjithë: Bëhu me fIokë duke përdorur bananen,"Ka shumë produkte për kujdesin dhe rritjen e flokëve, por ata janë shumë të shtrenjta dhe nuk japin efekte shumë pozitive.Nisur nga kjo arsye, janë të shumtë edhe produktet natyrore që ideohen, testohen dhe provojnë efekt të zbuluar nga njerëz të rëndomë, ose të lëmisë. Një produkt i tillë ka bërë “",194,,,0.113924,0.020179,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1104,1104,1,fake,0,real,0.875142,0.124858,0.875142,false_negative,"Nuk hapen xhamitë as në ditët e fundit të Ramazanit, edhe ne Hoxhallarët duam pushim",Në një njoftim për media Myftiu i Kosovës Naim Tërnava ka njoftuar se xhamitë në Kosovë nuk do të hapen as në ditët e fundit të muajit të shenjtë të Ramazanit.Tërnava bashkë me Ministrin në detyrë të Shëndetësisë Arben Vitia ka thënë se duke marrë parasysh për hapjen e vir usit Covid-19 akoma nuk ja,378,,,0.088602,0.033929,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1119,1119,1,fake,0,real,0.546514,0.453486,0.546514,false_negative,Detaje të reja: Zbulohen mesazhet zyrtare për rastin e 26 vjeçarit që vdiq dje në Qendrën e Studentëve,"Sipas dokumentacionit ditë më parë babai i Agon Musliut, Naimi, kishte kërkuar nga Komuna e Gjilanit për të ndihmuar në kthimin e djalit të tij, Agonit nga Gjermania, pasi sipas Naimit, djali i tij vuante nga një s ëmundje në mëlçi.Këtë kërkesë Komuna e kishte adresuar në ambasadën e Kosovës në Gjer",84,sipas,,0.07438,0.046154,0,False,True,True,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); ka ton të përmbajtur pa shenja të dukshme clickbait. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1653,1653,1,fake,0,real,0.754823,0.245177,0.754823,false_negative,Mjeku shqiptar trondit botën: Ja çfarë i pret të gjithë njerëzit e prekur nga COVID-19,"Mjeku shqiptar, Albert Troçi ka folur për dëvmet që shkakton sëmundja COVID-19 tek jeta e pacientëve, të cilët janë inf ektuar.Mjeku shqiptar në Milano që po lufton në vijën e parë të frontit kundër koronavirusit, Albert Troçi, shprehte se teksa Italia po bëhet gati të kalojë në fazën e dytë të ‘l u",375,,,0.077451,0.039628,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1700,1700,1,fake,0,real,0.687712,0.312288,0.687712,false_negative,"Pipero: Jep lajmin e madh që e kemi pritur të gjithë, “Koronavirusi nuk do të…”",Si pasojë e një shpërthimi të rasteve të reja ditën e sotme ka patur aludime për mundësinë e një rikthimi të pandemisë.Lidhur me to ka reaguar mjeku Pëllumb Pipero i cili ka treguar se nuk do të ketë një valë të dytë pandemie në vjeshtë ose dimër.Ai ka treguar se rritja e rasteve të reja ditën e sot,229,,,0.07977,0.020661,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1732,1732,1,fake,0,real,0.687292,0.312708,0.687292,false_negative,Haki Abazi dridhe skenen politike ne Kosove me kete qe tha!,"Duan të bashkëqeverisin organizatat që kryesisht janë parapolitike e në varësi të interesit të dy tre njerezve që e kanë rrëzuar qeverinë Kurti për të marrë pushtet, kontroll mbi resurset ekonomike dhe financiare- krejt me pazare jasht-institucioneve. Qyqarllëku që tregojnë duke mos pasë guxim të ba",162,,,0.06269,0.01224,1,False,False,False,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1767,1767,1,fake,0,real,0.658133,0.341867,0.658133,false_negative,"Pamje të rralla, kur Leonora Jakupi shetiste me aeroplan në Drenicë  VIDEO","Këngëtarja ka pasur fëmijëri të bukur, e nuk i ka munguar asgjë. Babai i saj është kujdesur që tre fëmijëve të mos u mungojnë as lodrat më të mira.Këngëtarja bukuroshe është rikthyer në kohë dhe në albumin e kujtimeve ka gjetur fotot të mrekullueshme nga momente të pa harruara.Leonora shihet bashkë ",95,,,0.080769,0.035714,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1848,1848,1,fake,0,real,0.550828,0.449172,0.550828,false_negative,Me këtë imazh Edona po e dëshmon që vajza po bëhet më e bukur se nëna,"Me këtë imazh Edona po e dëshmon që vajza po bëhet më e bukur se nënaEdona Llalloshi është një emër që ndjeket mjaftë nga audienca shqiptare.Duke argëtuar publikun me zërin e saj fantastik, ajo është shndërruar në një ikonë e muzikës që kërkohet shumë për ahengje familjare.Ajo ka edhe dy fëmijë, më ",96,,,0.086444,0.019465,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1861,1861,1,fake,0,real,0.660906,0.339094,0.660906,false_negative,"Vetëm një lugë nga kjo përbërje çdo mëngjes dhe zorrët tuaja do të pastrohen nga mbetjet, në 2 minuta!","Stomaku, për arsye të ndryshme është çelësi i shëndetit tonë. Ajo që duhet të bëni është të tregoheni të kujdesshëm në dietën e përditshme dhe ushqimet që zgjidhni të konsumoni. Megjithatë, ritmi i ditës shpeshherë ju “detyron” të hani ushqimet që rrezikojnë zorrët tuaja dhe bëhen shkaktar i përhapj",375,,,0.089704,0.029268,1,False,False,False,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1873,1873,1,fake,0,real,0.807072,0.192928,0.807072,false_negative,Zbulim i ri: Kjo simptomë e re e koronavirusit po shfaqet tek të moshuarit,"Koronavirusi është bërë një nga shqetësimet më të mëdha në gjithë globin.Kollë e vazhdueshme, ethe dhe gulçim janë simptomat kryesore që njerëzit me COVID-19 përjetojnë.Por ndryshimet që trupi pëson me moshën mund të ndryshojnë sistemin imunitar të pacientëve më të vjetër, duke i bërë ata më pak të ",448,,,0.07256,0.020674,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1885,1885,1,fake,0,real,0.699282,0.300718,0.699282,false_negative,"Infermierja e infektuar me Covid-19 i lutet kolegëve: Mos më lini të vdes, kam fëmijë","Një infermiere e infektuar me koronavirus ka zbuluar se si ajo po e përballon luftën me të, dhe çdo ditë i lutet stafit mjekësor që të mos e lënë të vdesë.Në gjendjen e vështirë në të cilën ndodhet, ajo po mban dhe ditar.Kelly Ward, 35 vjeç, u infektua në spital dhe tani është e sëmurë rëndë në Brad",247,,,0.085219,0.221585,0,False,False,False,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1894,1894,1,fake,0,real,0.507924,0.492076,0.507924,false_negative,"Merret nëpërmjet hundës, ky është ilaçi që pritet të kurojë koronavirusin","Një studim i Universitetit të St Andreës në Skoci zbuloi se kjo mund të lidhej me proteinat me “majë” në pjesën e jashtme të virusit dhe ta ndalojë atë të fiksohet në qelizat që gjenden në rrugët e frymëmarrjes.Vetëm testet laboratorike janë bërë deri më tani, por rezultatet, të shikuara nga Public ",162,,,0.077689,0.034022,0,False,True,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1906,1906,1,fake,0,real,0.882121,0.117879,0.882121,false_negative,Befason profesori italian: Ka një kurë që e Zhduk Koronavirusin brenda 48 orëve,"“Ka një kurë. Mund ta vr/isni virusin brenda 48 orësh. Ka një kurë dhe funksionon brenda një kohe të shkurtër”.Kështu shprehet profesori italian nga Napoli dhe student i të madhit Albert Sabini, shpikës i vaksinës kundër poliomielitit, disa herë kandidat për Nobelin në Mjekësi, Gulio Tarro.Atij iu d",826,sipas,,0.076798,0.037783,4,False,False,False,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1912,1912,1,fake,0,real,0.741571,0.258429,0.741571,false_negative,"Konfirmohet frika e kancelares Merkel, kjo është duke ndodhur me COVID-19 në Gjermani","Kancelarja Angela Merkel kishte paralajmëruar për rrezikun e shkallës së riprodhimit të koronavirusit në Gjermani.Shkalla e riprodhimit të koronavirusit në Gjermani është rritur në 1, duke u afruar në paralajmërimin e kancelares Angela Merkel se duhet të qëndrojë nën të në mënyrë që vendi të vazhdoj",206,"sipas, raportoi",,0.060313,0.038033,0,False,False,False,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas, raportoi); ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1917,1917,1,fake,0,real,0.807466,0.192534,0.807466,false_negative,Hëna që ju zgjidhni tregon tipin e personit me të cilin do të dashuroheni,"Aq sa përpiqemi të jemi njerëz të pavarur nga bota, e të sinqertë, në fund të fundit, të gjithë ëndërrojmë të gjejmë shokun tonë shpirtëror, personin që do ta bëjë zemrën tonë të rrah më shpejt dhe të ndryshojë të gjitha konceptet tona.Sigurisht, jo gjithçka që shkëlqen është flori, madje edhe marrë",370,,,0.090125,0.014294,2,False,False,False,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1920,1920,1,fake,0,real,0.6517,0.3483,0.6517,false_negative,"Gjethet e limonit, zgjidhja natyrale për problemet me fytin, migrenën dhe astmën!","Gjethet e limonit janë të pasura me vitaminë C që forcon sistemin imunitar dhe rrit nivelin e përthithjes së vitaminave nga organizmi. Pema e limonit përmban vitaminën P, që ndihmon në forcimin e enëve të gjakut. Gjethet e limonit në formën e vajit esencial që përdoret në lëkurë lu ftojnë inflamacio",332,sipas,,0.081582,0.01601,1,False,False,False,"Mund të jetë ngatërruar sepse përdor tregues burimi (sipas); është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1923,1923,1,fake,0,real,0.57673,0.42327,0.57673,false_negative,"Hoxha i njohur nga Peja: Shkuarja në diskotekë nuk është haram, unë vetëm kam qenë aty","Drilon Gashi, hoxhë me profesion, për momentin i suspenduar nga Bashkësia Islame e Kosovës ka qenë i ftuar në emisionin nKosovë Show. Aty tregoi pse BIK-u e ka suspenduar nga të qenurit imam në Xhaminë e Vitomericës në Pejë.Ai ndër të tjera shtoj se djalli (dreqi) nuk ekziston mirë po ai shkoj edhe ",129,,,0.062687,0.045369,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1925,1925,1,fake,0,real,0.56274,0.43726,0.56274,false_negative,"Te gjithe Shqiptaret lene koken pas tyre, por ja se cfare nuk keni ditur per to, kur ta merrni vesh do t’i hani dhe me shume","Domatja është një nga produktet që prodhohet masivisht në Shqipërisht, pa të cilën shumë prej gatimeve tona nuk do të kishin kuptim.Ëmbëlsia e saj e ndërthurur këndshëm me athtësinë e lehtë ofron një ndjenjë freskie të pazëvendësueshme.Shija nuk është i vetmi aspekt për të cilin njerëzit ‘lënë kokën",472,,,0.07312,0.024126,0,False,False,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1931,1931,1,fake,0,real,0.531737,0.468263,0.531737,false_negative,Rezultoi 100% e suksesshme/ BE mbështet kurën izraelite kundër koronavirusit,"Firma farmaceutike Pluristem me qendër në Haifa ka zhvilluar një terapi, që përdor placentat për të zhvilluar qeliza të ripërpunueshme për të kuruar organet e dëmtuara si pasojë e infektimit me koronavirus. Kura çliron në organizëm proteina, që kurojnë organet e dëmtuara nga COVID-19, si zemra, mush",171,,,0.065455,0.030033,0,False,True,True,"Mund të jetë ngatërruar sepse ka ton të përmbajtur pa shenja të dukshme clickbait; është relativisht i gjatë dhe mund të duket formal. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
fake_1932,1932,1,fake,0,real,0.986308,0.013692,0.986308,false_negative,Flet mjekja shqiptare në Kanada: Si të trajtoni virusin në kushtet e shtëpisë,"Në një intervistë dhënë për gazetën, doktoresha e vë theksin në masat parandaluese, siç janë distancimi social, mbajtja e maskave dhe larja e shpeshtë e duarve. “Është shumë më e thjeshtë ta parandalosh këtë virus sesa ta mjekosh atë. Lufta e vërtetë e këtij virusi, fronti i parë i luftës, është në ",2376,,,0.08325,0.021494,1,True,False,False,"Mund të jetë ngatërruar sepse është relativisht i gjatë dhe mund të duket formal. Modeli gaboi me siguri të lartë. TF-IDF njeh modele fjalësh, jo vërtetësinë faktike."
